"itch_game_url","steam_game_url","is_upvote","feedback","overall_feedback","u_id","timestamp","sim_scores","row_id"
"https://9vaca.itch.io/hearts-illumination","https://store.steampowered.com/app/292030/The_Witcher_3_Wild_Hunt","0","The production, aesthetics, gameplay, and atmosphere are worlds apart.","I think it's wonderful. These days, the most difficult part of enjoying indie games is finding the ones I like in the first place, because there's such a vast sea of them with such a small percent being to my preferences. And it takes a long time to sift through recommendations on Steam or Itch, where most of the games aren't really to my interest. I understand that there's no way to understand or match a person's preferences perfectly, but any improvements are welcome!","HRNo2sFNhSwheFZYQKcASETSdjEIiX96","2020-07-02 19:02:13","0.189799","10224"
"https://9vaca.itch.io/hearts-illumination","https://store.steampowered.com/app/39140/FINAL_FANTASY_VII","1","Both have retro appeal, in particular to classic RPG players.","I think it's wonderful. These days, the most difficult part of enjoying indie games is finding the ones I like in the first place, because there's such a vast sea of them with such a small percent being to my preferences. And it takes a long time to sift through recommendations on Steam or Itch, where most of the games aren't really to my interest. I understand that there's no way to understand or match a person's preferences perfectly, but any improvements are welcome!","HRNo2sFNhSwheFZYQKcASETSdjEIiX96","2020-07-02 19:02:13","0.141466","4987"
"https://9vaca.itch.io/hearts-illumination","https://store.steampowered.com/app/368620/Timespinner","1","[The Heart's Illumination] is more puzzle-focused but fans of pixel art, dialog, and indie game feel might enjoy both.","I think it's wonderful. These days, the most difficult part of enjoying indie games is finding the ones I like in the first place, because there's such a vast sea of them with such a small percent being to my preferences. And it takes a long time to sift through recommendations on Steam or Itch, where most of the games aren't really to my interest. I understand that there's no way to understand or match a person's preferences perfectly, but any improvements are welcome!","HRNo2sFNhSwheFZYQKcASETSdjEIiX96","2020-07-02 19:02:13","0.108779","4988"
"https://9vaca.itch.io/hearts-illumination","https://store.steampowered.com/app/253150/Halfway","1","While [Halfway] has far more depth and a very different story atmosphere, they're both essentially 2D pixely story-puzzles that usually give players time to think.","I think it's wonderful. These days, the most difficult part of enjoying indie games is finding the ones I like in the first place, because there's such a vast sea of them with such a small percent being to my preferences. And it takes a long time to sift through recommendations on Steam or Itch, where most of the games aren't really to my interest. I understand that there's no way to understand or match a person's preferences perfectly, but any improvements are welcome!","HRNo2sFNhSwheFZYQKcASETSdjEIiX96","2020-07-02 19:02:13","0.0998891","4986"
"https://9vaca.itch.io/hearts-illumination","https://store.steampowered.com/app/252690/Fantasy_Grounds","0","[Fantasy Grounds] is about tabletop RPGs, which have some connection to stat-focused RPGs, but very little connection to a story-focused puzzle with minor action like [The Heart's Illumination].","I think it's wonderful. These days, the most difficult part of enjoying indie games is finding the ones I like in the first place, because there's such a vast sea of them with such a small percent being to my preferences. And it takes a long time to sift through recommendations on Steam or Itch, where most of the games aren't really to my interest. I understand that there's no way to understand or match a person's preferences perfectly, but any improvements are welcome!","HRNo2sFNhSwheFZYQKcASETSdjEIiX96","2020-07-02 19:02:13","0.0960824","4989"
"https://9vaca.itch.io/hearts-illumination","https://store.steampowered.com/app/1124060/Touhou_Shoujo_Tale_of_Beautiful_Memories","1","They are both Touhou Project fangames, which would probably be the most common appeal to potential players. That, combined with the pixel aesthetic, might overpower the gameplay differences.","I think it's wonderful. These days, the most difficult part of enjoying indie games is finding the ones I like in the first place, because there's such a vast sea of them with such a small percent being to my preferences. And it takes a long time to sift through recommendations on Steam or Itch, where most of the games aren't really to my interest. I understand that there's no way to understand or match a person's preferences perfectly, but any improvements are welcome!","HRNo2sFNhSwheFZYQKcASETSdjEIiX96","2020-07-02 19:02:13","0.0921063","4985"
"https://aethericgames.itch.io/bonbon","https://store.steampowered.com/app/536220/The_Walking_Dead_A_New_Frontier","1","They have in common that they are both narrative horror games. However, they aren't thematically, narratively or mechanically similar. As the focus of WTD is on story, I feel that the match is somewhat relevant.","I think this is a great idea, and I'd love to see an AI driven recommendation system for itch.io.  I've always felt that Steam's various attempts at recommendation systems have missed something, either in the thematic content or the mood of the games. For example, a person may enjoy Rocket League because they like futuristic rocket cars, or because they like team ball-games. An algorithm might decide that because they like Rocket League, they ought to like FIFA or Madden, when acutally Wipeout might be a better recommendation, or vice versa. Another example: I don't normally like 3rd person 3D platformers, but because I've played Life is Strange and Chrono Trigger, maybe I'd appreciate Prince of Persia: Sands of Time as a recommendation, because it features time travel. However, if I mostly enjoyed those two games because I enjoyed complex, branching stories, I would appreciate the Prince of Persia recommendation.  I suppose what I am getting at is that an algorithm needs to not just try to draw similarities between games, but to analyse a players' library and habits and attempt to understand the connections between what they like and what they don't. What makes a good recommendation is different from person to person. For some it might be purely mechanical. For others it might be thematic. Or it could be a completely different reason. Attempting to make recommendations based entirely on percieved similarity cannot encompass this.   Thanks for reading this long reply!","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:22:40","0.548212","8909"
"https://aethericgames.itch.io/bonbon","https://store.steampowered.com/app/751440/VR_Kanojo__VR","0","Not similar at all.","I think this is a great idea, and I'd love to see an AI driven recommendation system for itch.io.  I've always felt that Steam's various attempts at recommendation systems have missed something, either in the thematic content or the mood of the games. For example, a person may enjoy Rocket League because they like futuristic rocket cars, or because they like team ball-games. An algorithm might decide that because they like Rocket League, they ought to like FIFA or Madden, when acutally Wipeout might be a better recommendation, or vice versa. Another example: I don't normally like 3rd person 3D platformers, but because I've played Life is Strange and Chrono Trigger, maybe I'd appreciate Prince of Persia: Sands of Time as a recommendation, because it features time travel. However, if I mostly enjoyed those two games because I enjoyed complex, branching stories, I would appreciate the Prince of Persia recommendation.  I suppose what I am getting at is that an algorithm needs to not just try to draw similarities between games, but to analyse a players' library and habits and attempt to understand the connections between what they like and what they don't. What makes a good recommendation is different from person to person. For some it might be purely mechanical. For others it might be thematic. Or it could be a completely different reason. Attempting to make recommendations based entirely on percieved similarity cannot encompass this.   Thanks for reading this long reply!","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:22:39","0.365268","9930"
"https://aethericgames.itch.io/bonbon","https://store.steampowered.com/app/866800/The_Walking_Dead_The_Final_Season","1","They have in common that they are both narrative horror games. However, they aren't thematically, narratively or mechanically similar. As the focus of WTD is on story, I feel that the match is somewhat relevant.","I think this is a great idea, and I'd love to see an AI driven recommendation system for itch.io.  I've always felt that Steam's various attempts at recommendation systems have missed something, either in the thematic content or the mood of the games. For example, a person may enjoy Rocket League because they like futuristic rocket cars, or because they like team ball-games. An algorithm might decide that because they like Rocket League, they ought to like FIFA or Madden, when acutally Wipeout might be a better recommendation, or vice versa. Another example: I don't normally like 3rd person 3D platformers, but because I've played Life is Strange and Chrono Trigger, maybe I'd appreciate Prince of Persia: Sands of Time as a recommendation, because it features time travel. However, if I mostly enjoyed those two games because I enjoyed complex, branching stories, I would appreciate the Prince of Persia recommendation.  I suppose what I am getting at is that an algorithm needs to not just try to draw similarities between games, but to analyse a players' library and habits and attempt to understand the connections between what they like and what they don't. What makes a good recommendation is different from person to person. For some it might be purely mechanical. For others it might be thematic. Or it could be a completely different reason. Attempting to make recommendations based entirely on percieved similarity cannot encompass this.   Thanks for reading this long reply!","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:22:40","0.362103","9933"
"https://aethericgames.itch.io/bonbon","https://store.steampowered.com/app/261030/The_Walking_Dead_Season_Two","1","They have in common that they are both narrative horror games. However, they aren't thematically, narratively or mechanically similar. As the focus of WTD is on story, I feel that the match is somewhat relevant.","I think this is a great idea, and I'd love to see an AI driven recommendation system for itch.io.  I've always felt that Steam's various attempts at recommendation systems have missed something, either in the thematic content or the mood of the games. For example, a person may enjoy Rocket League because they like futuristic rocket cars, or because they like team ball-games. An algorithm might decide that because they like Rocket League, they ought to like FIFA or Madden, when acutally Wipeout might be a better recommendation, or vice versa. Another example: I don't normally like 3rd person 3D platformers, but because I've played Life is Strange and Chrono Trigger, maybe I'd appreciate Prince of Persia: Sands of Time as a recommendation, because it features time travel. However, if I mostly enjoyed those two games because I enjoyed complex, branching stories, I would appreciate the Prince of Persia recommendation.  I suppose what I am getting at is that an algorithm needs to not just try to draw similarities between games, but to analyse a players' library and habits and attempt to understand the connections between what they like and what they don't. What makes a good recommendation is different from person to person. For some it might be purely mechanical. For others it might be thematic. Or it could be a completely different reason. Attempting to make recommendations based entirely on percieved similarity cannot encompass this.   Thanks for reading this long reply!","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:22:40","0.360022","9934"
"https://aethericgames.itch.io/bonbon","https://store.steampowered.com/app/567640/Danganronpa_V3_Killing_Harmony","0","Not similar at all.","I think this is a great idea, and I'd love to see an AI driven recommendation system for itch.io.  I've always felt that Steam's various attempts at recommendation systems have missed something, either in the thematic content or the mood of the games. For example, a person may enjoy Rocket League because they like futuristic rocket cars, or because they like team ball-games. An algorithm might decide that because they like Rocket League, they ought to like FIFA or Madden, when acutally Wipeout might be a better recommendation, or vice versa. Another example: I don't normally like 3rd person 3D platformers, but because I've played Life is Strange and Chrono Trigger, maybe I'd appreciate Prince of Persia: Sands of Time as a recommendation, because it features time travel. However, if I mostly enjoyed those two games because I enjoyed complex, branching stories, I would appreciate the Prince of Persia recommendation.  I suppose what I am getting at is that an algorithm needs to not just try to draw similarities between games, but to analyse a players' library and habits and attempt to understand the connections between what they like and what they don't. What makes a good recommendation is different from person to person. For some it might be purely mechanical. For others it might be thematic. Or it could be a completely different reason. Attempting to make recommendations based entirely on percieved similarity cannot encompass this.   Thanks for reading this long reply!","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:22:39","0.359538","9932"
"https://aethericgames.itch.io/bonbon","https://store.steampowered.com/app/715560/Eastshade","0","They have in common that they are both ""walking sims"" i.e., they are first-person, narrative, exploration games. However, they aren't thematically or narratively similar.","I think this is a great idea, and I'd love to see an AI driven recommendation system for itch.io.  I've always felt that Steam's various attempts at recommendation systems have missed something, either in the thematic content or the mood of the games. For example, a person may enjoy Rocket League because they like futuristic rocket cars, or because they like team ball-games. An algorithm might decide that because they like Rocket League, they ought to like FIFA or Madden, when acutally Wipeout might be a better recommendation, or vice versa. Another example: I don't normally like 3rd person 3D platformers, but because I've played Life is Strange and Chrono Trigger, maybe I'd appreciate Prince of Persia: Sands of Time as a recommendation, because it features time travel. However, if I mostly enjoyed those two games because I enjoyed complex, branching stories, I would appreciate the Prince of Persia recommendation.  I suppose what I am getting at is that an algorithm needs to not just try to draw similarities between games, but to analyse a players' library and habits and attempt to understand the connections between what they like and what they don't. What makes a good recommendation is different from person to person. For some it might be purely mechanical. For others it might be thematic. Or it could be a completely different reason. Attempting to make recommendations based entirely on percieved similarity cannot encompass this.   Thanks for reading this long reply!","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:22:39","0.182323","13002"
"https://aethericgames.itch.io/bonbon","https://store.steampowered.com/app/254700/resident_evil_4__biohazard_4","0","They have in common that they are both horror games. However, they aren't thematically, narratively or mechanically similar. The gameplay and story are too widely different to consider the match to be relevant.","I think this is a great idea, and I'd love to see an AI driven recommendation system for itch.io.  I've always felt that Steam's various attempts at recommendation systems have missed something, either in the thematic content or the mood of the games. For example, a person may enjoy Rocket League because they like futuristic rocket cars, or because they like team ball-games. An algorithm might decide that because they like Rocket League, they ought to like FIFA or Madden, when acutally Wipeout might be a better recommendation, or vice versa. Another example: I don't normally like 3rd person 3D platformers, but because I've played Life is Strange and Chrono Trigger, maybe I'd appreciate Prince of Persia: Sands of Time as a recommendation, because it features time travel. However, if I mostly enjoyed those two games because I enjoyed complex, branching stories, I would appreciate the Prince of Persia recommendation.  I suppose what I am getting at is that an algorithm needs to not just try to draw similarities between games, but to analyse a players' library and habits and attempt to understand the connections between what they like and what they don't. What makes a good recommendation is different from person to person. For some it might be purely mechanical. For others it might be thematic. Or it could be a completely different reason. Attempting to make recommendations based entirely on percieved similarity cannot encompass this.   Thanks for reading this long reply!","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:22:40","0.17816","13003"
"https://aethericgames.itch.io/bonbon","https://store.steampowered.com/app/418370/RESIDENT_EVIL_7_biohazard__BIOHAZARD_7_resident_evil","0","They have in common that they are both horror games. However, they aren't thematically, narratively or mechanically similar. The gameplay and story are too widely different to consider the match to be relevant.","I think this is a great idea, and I'd love to see an AI driven recommendation system for itch.io.  I've always felt that Steam's various attempts at recommendation systems have missed something, either in the thematic content or the mood of the games. For example, a person may enjoy Rocket League because they like futuristic rocket cars, or because they like team ball-games. An algorithm might decide that because they like Rocket League, they ought to like FIFA or Madden, when acutally Wipeout might be a better recommendation, or vice versa. Another example: I don't normally like 3rd person 3D platformers, but because I've played Life is Strange and Chrono Trigger, maybe I'd appreciate Prince of Persia: Sands of Time as a recommendation, because it features time travel. However, if I mostly enjoyed those two games because I enjoyed complex, branching stories, I would appreciate the Prince of Persia recommendation.  I suppose what I am getting at is that an algorithm needs to not just try to draw similarities between games, but to analyse a players' library and habits and attempt to understand the connections between what they like and what they don't. What makes a good recommendation is different from person to person. For some it might be purely mechanical. For others it might be thematic. Or it could be a completely different reason. Attempting to make recommendations based entirely on percieved similarity cannot encompass this.   Thanks for reading this long reply!","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:22:40","0.175412","13000"
"https://aethericgames.itch.io/bonbon","https://store.steampowered.com/app/287390/Metro_Last_Light_Redux","0","Not similar at all.","I think this is a great idea, and I'd love to see an AI driven recommendation system for itch.io.  I've always felt that Steam's various attempts at recommendation systems have missed something, either in the thematic content or the mood of the games. For example, a person may enjoy Rocket League because they like futuristic rocket cars, or because they like team ball-games. An algorithm might decide that because they like Rocket League, they ought to like FIFA or Madden, when acutally Wipeout might be a better recommendation, or vice versa. Another example: I don't normally like 3rd person 3D platformers, but because I've played Life is Strange and Chrono Trigger, maybe I'd appreciate Prince of Persia: Sands of Time as a recommendation, because it features time travel. However, if I mostly enjoyed those two games because I enjoyed complex, branching stories, I would appreciate the Prince of Persia recommendation.  I suppose what I am getting at is that an algorithm needs to not just try to draw similarities between games, but to analyse a players' library and habits and attempt to understand the connections between what they like and what they don't. What makes a good recommendation is different from person to person. For some it might be purely mechanical. For others it might be thematic. Or it could be a completely different reason. Attempting to make recommendations based entirely on percieved similarity cannot encompass this.   Thanks for reading this long reply!","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:22:40","0.174508","13001"
"https://aethericgames.itch.io/bonbon","https://store.steampowered.com/app/286690/Metro_2033_Redux","0","Not similar at all.","I think this is a great idea, and I'd love to see an AI driven recommendation system for itch.io.  I've always felt that Steam's various attempts at recommendation systems have missed something, either in the thematic content or the mood of the games. For example, a person may enjoy Rocket League because they like futuristic rocket cars, or because they like team ball-games. An algorithm might decide that because they like Rocket League, they ought to like FIFA or Madden, when acutally Wipeout might be a better recommendation, or vice versa. Another example: I don't normally like 3rd person 3D platformers, but because I've played Life is Strange and Chrono Trigger, maybe I'd appreciate Prince of Persia: Sands of Time as a recommendation, because it features time travel. However, if I mostly enjoyed those two games because I enjoyed complex, branching stories, I would appreciate the Prince of Persia recommendation.  I suppose what I am getting at is that an algorithm needs to not just try to draw similarities between games, but to analyse a players' library and habits and attempt to understand the connections between what they like and what they don't. What makes a good recommendation is different from person to person. For some it might be purely mechanical. For others it might be thematic. Or it could be a completely different reason. Attempting to make recommendations based entirely on percieved similarity cannot encompass this.   Thanks for reading this long reply!","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:22:39","0.174057","13004"
"https://aethericgames.itch.io/hel","https://store.steampowered.com/app/305620/The_Long_Dark","0","They have in common that they are about exploration in a procedurally generated environment. However, the mechanics and goals are too different to call this relevant. Hel is mostly just a walking sim with some very simple puzzle elements, it has no survival, action or multiplayer.","","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:30:21","0.203488","9842"
"https://aethericgames.itch.io/hel","https://store.steampowered.com/app/548430/Deep_Rock_Galactic","0","Not similar at all.","","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:30:22","0.19395","9844"
"https://aethericgames.itch.io/hel","https://store.steampowered.com/app/715560/Eastshade","0","They have in common that they are a walking sim with some very simple puzzle elements, but they are thematically and narratively very different.","","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:30:22","0.187942","9841"
"https://aethericgames.itch.io/hel","https://store.steampowered.com/app/530070/Train_Sim_World_2020","0","Not similar at all.","","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:30:21","0.186248","9843"
"https://aethericgames.itch.io/hel","https://store.steampowered.com/app/214490/Alien_Isolation","0","Not similar at all.","","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:30:21","0.158519","11033"
"https://aethericgames.itch.io/hel","https://store.steampowered.com/app/275850/No_Mans_Sky","0","They have in common that they are about exploration in a procedurally generated environment. However, the mechanics and goals are too different to call this relevant. Hel is mostly just a walking sim with some very simple puzzle elements, it has no survival, action or multiplayer.","","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:30:21","0.154508","11030"
"https://aethericgames.itch.io/hel","https://store.steampowered.com/app/815370/Green_Hell","0","They have in common that they are about exploration in a procedurally generated environment. However, the mechanics and goals are too different to call this relevant. Hel is mostly just a walking sim with some very simple puzzle elements, it has no survival, action or multiplayer.","","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:30:21","0.153627","11034"
"https://aethericgames.itch.io/hel","https://store.steampowered.com/app/313120/Stranded_Deep","0","They have in common that they are about exploration in a procedurally generated environment. However, the mechanics and goals are too different to call this relevant. Hel is mostly just a walking sim with some very simple puzzle elements, it has no survival, action or multiplayer.","","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:30:21","0.149592","11032"
"https://aethericgames.itch.io/hel","https://store.steampowered.com/app/381210/Dead_by_Daylight","0","Not similar at all.","","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:30:22","0.147181","11031"
"https://aethericgames.itch.io/interactivity-the-interactive-experience","https://store.steampowered.com/app/715560/Eastshade","0","Not similar at all.","","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:32:53","0.131769","7346"
"https://aethericgames.itch.io/interactivity-the-interactive-experience","https://store.steampowered.com/app/305620/The_Long_Dark","0","Not similar at all.","","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:32:53","0.122488","7347"
"https://aethericgames.itch.io/interactivity-the-interactive-experience","https://store.steampowered.com/app/400/Portal","1","This is a relevant match, as both games are first-person puzzle and exploration games, with a omniscient and self-aware narrator.","","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:32:53","0.114466","7345"
"https://aethericgames.itch.io/interactivity-the-interactive-experience","https://store.steampowered.com/app/530070/Train_Sim_World_2020","0","Not similar at all.","","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:32:53","0.112018","7348"
"https://aethericgames.itch.io/interactivity-the-interactive-experience","https://store.steampowered.com/app/824270/KovaaK_20_The_Meta","0","Not similar at all. (Except that Interactivity is a metagame (a game about games) and this tool has the word ""meta"" in it's title.)","","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:32:53","0.110078","7349"
"https://aethericgames.itch.io/interactivity-the-interactive-experience","https://store.steampowered.com/app/244850/Space_Engineers","0","Not similar at all.","","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:32:53","0.109442","13008"
"https://aethericgames.itch.io/interactivity-the-interactive-experience","https://store.steampowered.com/app/954740/Terminator_Resistance","0","Not similar at all.","","cLGrYK0bOraA97vqvJ4ejWutUIpiVU9v","2020-06-30 16:32:53","0.100504","13006"
