itch_game_url,steam_game_url,is_upvote
https://dare-looks.itch.io/hitter,https://store.steampowered.com/app/954740/Terminator_Resistance,0
https://dare-looks.itch.io/hitter,https://store.steampowered.com/app/555160/Pavlov_VR,0
https://dare-looks.itch.io/hitter,https://store.steampowered.com/app/848350/Katamari_Damacy_REROLL,0
https://dare-looks.itch.io/hitter,https://store.steampowered.com/app/286690/Metro_2033_Redux,0
https://dare-looks.itch.io/hitter,https://store.steampowered.com/app/359550/Tom_Clancys_Rainbow_Six_Siege,0
https://dare-looks.itch.io/hitter,https://store.steampowered.com/app/400/Portal,0
https://dare-looks.itch.io/hitter,https://store.steampowered.com/app/220/HalfLife_2,0
https://dare-looks.itch.io/inch-by-inch,https://store.steampowered.com/app/418370/RESIDENT_EVIL_7_biohazard__BIOHAZARD_7_resident_evil,0
https://dare-looks.itch.io/inch-by-inch,https://store.steampowered.com/app/1055540/A_Short_Hike,0
https://dare-looks.itch.io/inch-by-inch,https://store.steampowered.com/app/731490/Crash_Bandicoot_N_Sane_Trilogy,0
https://dare-looks.itch.io/inch-by-inch,https://store.steampowered.com/app/457140/Oxygen_Not_Included,0
https://dare-looks.itch.io/inch-by-inch,https://store.steampowered.com/app/620/Portal_2,1
https://dare-looks.itch.io/inch-by-inch,https://store.steampowered.com/app/400/Portal,1
https://dare-looks.itch.io/inch-by-inch,https://store.steampowered.com/app/824270/KovaaK_20_The_Meta,0
https://dare-looks.itch.io/inch-by-inch,https://store.steampowered.com/app/611790/House_Party,1
https://dare-looks.itch.io/inch-by-inch,https://store.steampowered.com/app/617830/SUPERHOT_VR,1
https://dare-looks.itch.io/inch-by-inch,https://store.steampowered.com/app/382560/Hot_Lava,1
https://boundbyblades.itch.io/bound-by-blades,https://store.steampowered.com/app/851850/DRAGON_BALL_Z_KAKAROT,0
https://boundbyblades.itch.io/bound-by-blades,https://store.steampowered.com/app/22380/Fallout_New_Vegas,0
https://boundbyblades.itch.io/bound-by-blades,https://store.steampowered.com/app/582010/MONSTER_HUNTER_WORLD,1
https://boundbyblades.itch.io/bound-by-blades,https://store.steampowered.com/app/421170/Indivisible,1
https://boundbyblades.itch.io/bound-by-blades,https://store.steampowered.com/app/48700/Mount__Blade_Warband,0
https://boundbyblades.itch.io/bound-by-blades,https://store.steampowered.com/app/606150/Moonlighter,0
https://boundbyblades.itch.io/bound-by-blades,https://store.steampowered.com/app/678960/CODE_VEIN,1
https://boundbyblades.itch.io/bound-by-blades,https://store.steampowered.com/app/367520/Hollow_Knight,0
https://boundbyblades.itch.io/bound-by-blades,https://store.steampowered.com/app/49520/Borderlands_2,0
https://boundbyblades.itch.io/bound-by-blades,https://store.steampowered.com/app/656350/UnderMine,0
https://gfx47.itch.io/gladiabots,https://store.steampowered.com/app/1072040/Panzer_Corps_2,0
https://gfx47.itch.io/gladiabots,https://store.steampowered.com/app/232890/Stronghold_Crusader_2,0
https://gfx47.itch.io/gladiabots,https://store.steampowered.com/app/410900/Forts,1
https://gfx47.itch.io/gladiabots,https://store.steampowered.com/app/4700/Total_War_MEDIEVAL_II__Definitive_Edition,0
https://gfx47.itch.io/gladiabots,https://store.steampowered.com/app/221380/Age_of_Empires_II_2013,0
https://gfx47.itch.io/gladiabots,https://store.steampowered.com/app/573100/Battlefleet_Gothic_Armada_2,0
https://gfx47.itch.io/gladiabots,https://store.steampowered.com/app/281610/Homeworld_Deserts_of_Kharak,0
https://gfx47.itch.io/gladiabots,https://store.steampowered.com/app/214950/Total_War_ROME_II__Emperor_Edition,0
https://gfx47.itch.io/gladiabots,https://store.steampowered.com/app/898920/Axis__Allies_1942_Online,0
https://dema-studios.itch.io/bills-hotel,https://store.steampowered.com/app/848450/Subnautica_Below_Zero,0
https://dema-studios.itch.io/bills-hotel,https://store.steampowered.com/app/377160/Fallout_4,0
https://dema-studios.itch.io/bills-hotel,https://store.steampowered.com/app/751440/VR_Kanojo__VR,0
https://dema-studios.itch.io/bills-hotel,https://store.steampowered.com/app/264710/Subnautica,0
https://dema-studios.itch.io/bills-hotel,https://store.steampowered.com/app/509980/BIGFOOT,0
https://dema-studios.itch.io/bills-hotel,https://store.steampowered.com/app/1104380/The_Room_VR_A_Dark_Matter,1
https://dema-studios.itch.io/bills-hotel,https://store.steampowered.com/app/552520/Far_Cry_5,0
https://dema-studios.itch.io/bills-hotel,https://store.steampowered.com/app/715560/Eastshade,0
https://dema-studios.itch.io/bills-hotel,https://store.steampowered.com/app/226820/Nancy_Drew_Ghost_of_Thornton_Hall,1
https://dema-studios.itch.io/bills-hotel,https://store.steampowered.com/app/620080/A_Clockwork_LeyLine_The_Borderline_of_Dusk,0
https://dema-studios.itch.io/bills-hotel,https://store.steampowered.com/app/765870/Leisure_Suit_Larry__Wet_Dreams_Dont_Dry,0
https://dema-studios.itch.io/outside-the-home,https://store.steampowered.com/app/207610/The_Walking_Dead,0
https://dema-studios.itch.io/outside-the-home,https://store.steampowered.com/app/536220/The_Walking_Dead_A_New_Frontier,0
https://dema-studios.itch.io/outside-the-home,https://store.steampowered.com/app/567640/Danganronpa_V3_Killing_Harmony,0
https://dema-studios.itch.io/outside-the-home,https://store.steampowered.com/app/242760/The_Forest,0
https://dema-studios.itch.io/outside-the-home,https://store.steampowered.com/app/418370/RESIDENT_EVIL_7_biohazard__BIOHAZARD_7_resident_evil,0
https://dema-studios.itch.io/outside-the-home,https://store.steampowered.com/app/1104380/The_Room_VR_A_Dark_Matter,0
https://dema-studios.itch.io/outside-the-home,https://store.steampowered.com/app/546560/HalfLife_Alyx,0
https://dema-studios.itch.io/outside-the-home,https://store.steampowered.com/app/765870/Leisure_Suit_Larry__Wet_Dreams_Dont_Dry,0
https://dema-studios.itch.io/outside-the-home,https://store.steampowered.com/app/866800/The_Walking_Dead_The_Final_Season,0
https://dema-studios.itch.io/outside-the-home,https://store.steampowered.com/app/509980/BIGFOOT,0
https://dema-studios.itch.io/outside-the-home,https://store.steampowered.com/app/751440/VR_Kanojo__VR,0
https://dema-studios.itch.io/subject-n34761553,https://store.steampowered.com/app/751440/VR_Kanojo__VR,0
https://dema-studios.itch.io/subject-n34761553,https://store.steampowered.com/app/400/Portal,1
https://dema-studios.itch.io/subject-n34761553,https://store.steampowered.com/app/954740/Terminator_Resistance,0
https://dema-studios.itch.io/subject-n34761553,https://store.steampowered.com/app/382560/Hot_Lava,1
https://dema-studios.itch.io/subject-n34761553,https://store.steampowered.com/app/509980/BIGFOOT,0
https://dema-studios.itch.io/subject-n34761553,https://store.steampowered.com/app/1104380/The_Room_VR_A_Dark_Matter,0
https://dema-studios.itch.io/subject-n34761553,https://store.steampowered.com/app/715560/Eastshade,0
https://dema-studios.itch.io/subject-n34761553,https://store.steampowered.com/app/207610/The_Walking_Dead,0
https://dema-studios.itch.io/subject-n34761553,https://store.steampowered.com/app/620080/A_Clockwork_LeyLine_The_Borderline_of_Dusk,0
https://dema-studios.itch.io/subject-n34761553,https://store.steampowered.com/app/765870/Leisure_Suit_Larry__Wet_Dreams_Dont_Dry,0
https://dema-studios.itch.io/subject-n34761553,https://store.steampowered.com/app/552520/Far_Cry_5,0
https://dema-studios.itch.io/sweet-pensiveness-christmas,https://store.steampowered.com/app/567640/Danganronpa_V3_Killing_Harmony,0
https://dema-studios.itch.io/sweet-pensiveness-christmas,https://store.steampowered.com/app/536220/The_Walking_Dead_A_New_Frontier,0
https://dema-studios.itch.io/sweet-pensiveness-christmas,https://store.steampowered.com/app/509980/BIGFOOT,0
https://dema-studios.itch.io/sweet-pensiveness-christmas,https://store.steampowered.com/app/418370/RESIDENT_EVIL_7_biohazard__BIOHAZARD_7_resident_evil,0
https://dema-studios.itch.io/sweet-pensiveness-christmas,https://store.steampowered.com/app/751440/VR_Kanojo__VR,0
https://dema-studios.itch.io/sweet-pensiveness-christmas,https://store.steampowered.com/app/261030/The_Walking_Dead_Season_Two,0
https://dema-studios.itch.io/sweet-pensiveness-christmas,https://store.steampowered.com/app/866800/The_Walking_Dead_The_Final_Season,0
https://dema-studios.itch.io/sweet-pensiveness-christmas,https://store.steampowered.com/app/242760/The_Forest,0
https://dema-studios.itch.io/sweet-pensiveness-christmas,https://store.steampowered.com/app/546560/HalfLife_Alyx,0
https://dema-studios.itch.io/the-confraternity-of-toast,https://store.steampowered.com/app/418370/RESIDENT_EVIL_7_biohazard__BIOHAZARD_7_resident_evil,0
https://dema-studios.itch.io/the-confraternity-of-toast,https://store.steampowered.com/app/242760/The_Forest,0
https://dema-studios.itch.io/the-confraternity-of-toast,https://store.steampowered.com/app/239140/Dying_Light,0
https://dema-studios.itch.io/the-confraternity-of-toast,https://store.steampowered.com/app/509980/BIGFOOT,0
https://dema-studios.itch.io/the-confraternity-of-toast,https://store.steampowered.com/app/765870/Leisure_Suit_Larry__Wet_Dreams_Dont_Dry,0
https://dema-studios.itch.io/the-confraternity-of-toast,https://store.steampowered.com/app/207610/The_Walking_Dead,0
https://dema-studios.itch.io/the-confraternity-of-toast,https://store.steampowered.com/app/866800/The_Walking_Dead_The_Final_Season,0
https://dema-studios.itch.io/the-confraternity-of-toast,https://store.steampowered.com/app/751440/VR_Kanojo__VR,0
https://dema-studios.itch.io/the-confraternity-of-toast,https://store.steampowered.com/app/226820/Nancy_Drew_Ghost_of_Thornton_Hall,1
https://dema-studios.itch.io/the-confraternity-of-toast,https://store.steampowered.com/app/1104380/The_Room_VR_A_Dark_Matter,0
https://dema-studios.itch.io/the-confraternity-of-toast,https://store.steampowered.com/app/264710/Subnautica,0
https://dema-studios.itch.io/the-confraternity-of-toast-2,https://store.steampowered.com/app/620080/A_Clockwork_LeyLine_The_Borderline_of_Dusk,0
https://dema-studios.itch.io/the-confraternity-of-toast-2,https://store.steampowered.com/app/866800/The_Walking_Dead_The_Final_Season,0
https://dema-studios.itch.io/the-confraternity-of-toast-2,https://store.steampowered.com/app/1104380/The_Room_VR_A_Dark_Matter,0
https://dema-studios.itch.io/the-confraternity-of-toast-2,https://store.steampowered.com/app/751440/VR_Kanojo__VR,0
https://dema-studios.itch.io/the-confraternity-of-toast-2,https://store.steampowered.com/app/546560/HalfLife_Alyx,0
https://dema-studios.itch.io/the-confraternity-of-toast-2,https://store.steampowered.com/app/765870/Leisure_Suit_Larry__Wet_Dreams_Dont_Dry,0
https://dema-studios.itch.io/the-confraternity-of-toast-2,https://store.steampowered.com/app/509980/BIGFOOT,0
https://dema-studios.itch.io/the-confraternity-of-toast-2,https://store.steampowered.com/app/264710/Subnautica,0
https://dema-studios.itch.io/the-confraternity-of-toast-2,https://store.steampowered.com/app/848450/Subnautica_Below_Zero,0
https://dema-studios.itch.io/the-confraternity-of-toast-2,https://store.steampowered.com/app/567640/Danganronpa_V3_Killing_Harmony,0
https://dema-studios.itch.io/the-confraternity-of-toast-2,https://store.steampowered.com/app/418370/RESIDENT_EVIL_7_biohazard__BIOHAZARD_7_resident_evil,0
https://maggese.itch.io/dont-make-love,https://store.steampowered.com/app/400/Portal,0
https://maggese.itch.io/dont-make-love,https://store.steampowered.com/app/226820/Nancy_Drew_Ghost_of_Thornton_Hall,1
https://maggese.itch.io/dont-make-love,https://store.steampowered.com/app/367520/Hollow_Knight,0
https://maggese.itch.io/dont-make-love,https://store.steampowered.com/app/381210/Dead_by_Daylight,0
https://maggese.itch.io/dont-make-love,https://store.steampowered.com/app/421170/Indivisible,1
https://maggese.itch.io/dont-make-love,https://store.steampowered.com/app/881420/Six_Ages_Ride_Like_the_Wind,1
https://maggese.itch.io/dont-make-love,https://store.steampowered.com/app/890720/In_Other_Waters,1
https://maggese.itch.io/dont-make-love,https://store.steampowered.com/app/1071130/The_Procession_to_Calvary,1
https://maggese.itch.io/dont-make-love,https://store.steampowered.com/app/1172380/STAR_WARS_Jedi_Fallen_Order,0
https://hthr.itch.io/extreme-meatpunks-forever,https://store.steampowered.com/app/520440/GUILTY_GEAR_Xrd_REVELATOR,0
https://hthr.itch.io/extreme-meatpunks-forever,https://store.steampowered.com/app/400/Portal,0
https://hthr.itch.io/extreme-meatpunks-forever,https://store.steampowered.com/app/883710/RESIDENT_EVIL_2__BIOHAZARD_RE2,0
https://hthr.itch.io/extreme-meatpunks-forever,https://store.steampowered.com/app/627270/Injustice_2,0
https://hthr.itch.io/extreme-meatpunks-forever,https://store.steampowered.com/app/334540/Vox_Machinae,1
https://hthr.itch.io/extreme-meatpunks-forever,https://store.steampowered.com/app/387290/Ori_and_the_Blind_Forest_Definitive_Edition,0
https://hthr.itch.io/extreme-meatpunks-forever,https://store.steampowered.com/app/70/HalfLife,0
https://hthr.itch.io/extreme-meatpunks-forever,https://store.steampowered.com/app/1172380/STAR_WARS_Jedi_Fallen_Order,0
https://hthr.itch.io/extreme-meatpunks-forever,https://store.steampowered.com/app/389730/TEKKEN_7,0
https://haxor1337.itch.io/hardware-tycoon,https://store.steampowered.com/app/407130/Tank_Mechanic_Simulator,0
https://haxor1337.itch.io/hardware-tycoon,https://store.steampowered.com/app/415600/Kart_Racing_Pro,0
https://haxor1337.itch.io/hardware-tycoon,https://store.steampowered.com/app/645630/Car_Mechanic_Simulator_2018,0
https://haxor1337.itch.io/hardware-tycoon,https://store.steampowered.com/app/108600/Project_Zomboid,0
https://haxor1337.itch.io/hardware-tycoon,https://store.steampowered.com/app/427520/Factorio,1
https://haxor1337.itch.io/hardware-tycoon,https://store.steampowered.com/app/255710/Cities_Skylines,1
https://haxor1337.itch.io/hardware-tycoon,https://store.steampowered.com/app/787860/Farming_Simulator_19,0
https://haxor1337.itch.io/hardware-tycoon,https://store.steampowered.com/app/270880/American_Truck_Simulator,0
https://haxor1337.itch.io/hardware-tycoon,https://store.steampowered.com/app/453090/Parkitect,1
https://haxor1337.itch.io/hardware-tycoon,https://store.steampowered.com/app/1150640/YuGiOh_Legacy_of_the_Duelist__Link_Evolution,0
https://haxor1337.itch.io/hardware-tycoon,https://store.steampowered.com/app/1250650/AIShoujoAI,0
https://haxor1337.itch.io/hardware-tycoon,https://store.steampowered.com/app/530070/Train_Sim_World_2020,0
https://haxor1337.itch.io/hardware-tycoon,https://store.steampowered.com/app/47890/The_Sims_3,0
https://pintroverts.itch.io/from-head-to-toe,https://store.steampowered.com/app/866800/The_Walking_Dead_The_Final_Season,1
https://pintroverts.itch.io/from-head-to-toe,https://store.steampowered.com/app/261030/The_Walking_Dead_Season_Two,1
https://pintroverts.itch.io/from-head-to-toe,https://store.steampowered.com/app/1071130/The_Procession_to_Calvary,1
https://pintroverts.itch.io/from-head-to-toe,https://store.steampowered.com/app/765870/Leisure_Suit_Larry__Wet_Dreams_Dont_Dry,0
https://pintroverts.itch.io/from-head-to-toe,https://store.steampowered.com/app/226820/Nancy_Drew_Ghost_of_Thornton_Hall,0
https://pintroverts.itch.io/from-head-to-toe,https://store.steampowered.com/app/563840/LOST_EMBER,0
https://pintroverts.itch.io/from-head-to-toe,https://store.steampowered.com/app/1104380/The_Room_VR_A_Dark_Matter,0
https://pintroverts.itch.io/from-head-to-toe,https://store.steampowered.com/app/536220/The_Walking_Dead_A_New_Frontier,1
https://pintroverts.itch.io/from-head-to-toe,https://store.steampowered.com/app/715560/Eastshade,1
https://pintroverts.itch.io/from-head-to-toe,https://store.steampowered.com/app/881420/Six_Ages_Ride_Like_the_Wind,0
https://pintroverts.itch.io/from-head-to-toe,https://store.steampowered.com/app/611790/House_Party,0
https://pintroverts.itch.io/from-head-to-toe,https://store.steampowered.com/app/1055540/A_Short_Hike,1
https://fox-lee.itch.io/where-ages-go,https://store.steampowered.com/app/449610/Monster_Boy_and_the_Cursed_Kingdom,0
https://fox-lee.itch.io/where-ages-go,https://store.steampowered.com/app/640820/Pathfinder_Kingmaker__Enhanced_Edition,0
https://fox-lee.itch.io/where-ages-go,https://store.steampowered.com/app/924980/Trials_of_Mana,0
https://fox-lee.itch.io/where-ages-go,https://store.steampowered.com/app/436670/The_Legend_of_Heroes_Trails_in_the_Sky_the_3rd,0
https://fox-lee.itch.io/where-ages-go,https://store.steampowered.com/app/637650/FINAL_FANTASY_XV_WINDOWS_EDITION,0
https://fox-lee.itch.io/where-ages-go,https://store.steampowered.com/app/921570/OCTOPATH_TRAVELER,0
https://fox-lee.itch.io/where-ages-go,https://store.steampowered.com/app/1124060/Touhou_Shoujo_Tale_of_Beautiful_Memories,0
https://fox-lee.itch.io/where-ages-go,https://store.steampowered.com/app/1200720/MakingLovers,1
https://fox-lee.itch.io/where-ages-go,https://store.steampowered.com/app/1009290/SWORD_ART_ONLINE_Alicization_Lycoris,0
https://fox-lee.itch.io/where-ages-go,https://store.steampowered.com/app/1072420/DRAGON_QUEST_BUILDERS_2,0
https://lilybelmira.itch.io/paper,https://store.steampowered.com/app/207610/The_Walking_Dead,0
https://lilybelmira.itch.io/paper,https://store.steampowered.com/app/567640/Danganronpa_V3_Killing_Harmony,1
https://lilybelmira.itch.io/paper,https://store.steampowered.com/app/440900/Conan_Exiles,0
https://lilybelmira.itch.io/paper,https://store.steampowered.com/app/536220/The_Walking_Dead_A_New_Frontier,0
https://lilybelmira.itch.io/paper,https://store.steampowered.com/app/1087270/Franchise_Hockey_Manager_6,0
https://lilybelmira.itch.io/paper,https://store.steampowered.com/app/993790/Ancient_Enemy,0
https://lilybelmira.itch.io/paper,https://store.steampowered.com/app/1200720/MakingLovers,1
https://lilybelmira.itch.io/paper,https://store.steampowered.com/app/886730/EPHEMERAL_FANTASY_ON_DARK,1
https://lilybelmira.itch.io/paper,https://store.steampowered.com/app/219740/Dont_Starve,0
https://lilybelmira.itch.io/paper,https://store.steampowered.com/app/226820/Nancy_Drew_Ghost_of_Thornton_Hall,0
https://lilybelmira.itch.io/paper,https://store.steampowered.com/app/1268370/holedown,0
https://lilybelmira.itch.io/paper,https://store.steampowered.com/app/261030/The_Walking_Dead_Season_Two,0
https://lilybelmira.itch.io/paper,https://store.steampowered.com/app/648800/Raft,0
https://alienplay.itch.io/fling,https://store.steampowered.com/app/686200/Door_Kickers_Action_Squad,1
https://alienplay.itch.io/fling,https://store.steampowered.com/app/911430/Good_Company,0
https://alienplay.itch.io/fling,https://store.steampowered.com/app/860950/Mark_of_the_Ninja_Remastered,1
https://alienplay.itch.io/fling,https://store.steampowered.com/app/108200/Ticket_to_Ride,0
https://alienplay.itch.io/fling,https://store.steampowered.com/app/520440/GUILTY_GEAR_Xrd_REVELATOR,0
https://alienplay.itch.io/fling,https://store.steampowered.com/app/765870/Leisure_Suit_Larry__Wet_Dreams_Dont_Dry,0
https://alienplay.itch.io/fling,https://store.steampowered.com/app/383980/Rivals_of_Aether,0
https://alienplay.itch.io/fling,https://store.steampowered.com/app/562810/MONOPOLY_PLUS,0
https://alienplay.itch.io/fling,https://store.steampowered.com/app/1055540/A_Short_Hike,0
https://alienplay.itch.io/fling,https://store.steampowered.com/app/1268370/holedown,1
https://alienplay.itch.io/garage-apocalypse,https://store.steampowered.com/app/251570/7_Days_to_Die,1
https://alienplay.itch.io/garage-apocalypse,https://store.steampowered.com/app/536220/The_Walking_Dead_A_New_Frontier,1
https://alienplay.itch.io/garage-apocalypse,https://store.steampowered.com/app/418370/RESIDENT_EVIL_7_biohazard__BIOHAZARD_7_resident_evil,1
https://alienplay.itch.io/garage-apocalypse,https://store.steampowered.com/app/881420/Six_Ages_Ride_Like_the_Wind,0
https://alienplay.itch.io/garage-apocalypse,https://store.steampowered.com/app/866800/The_Walking_Dead_The_Final_Season,1
https://alienplay.itch.io/garage-apocalypse,https://store.steampowered.com/app/311210/Call_of_Duty_Black_Ops_III,0
https://alienplay.itch.io/garage-apocalypse,https://store.steampowered.com/app/960690/One_Step_From_Eden,0
https://alienplay.itch.io/garage-apocalypse,https://store.steampowered.com/app/883710/RESIDENT_EVIL_2__BIOHAZARD_RE2,1
https://alienplay.itch.io/garage-apocalypse,https://store.steampowered.com/app/221100/DayZ,1
https://alienplay.itch.io/link-it-up,https://store.steampowered.com/app/332200/Axiom_Verge,1
https://alienplay.itch.io/link-it-up,https://store.steampowered.com/app/226820/Nancy_Drew_Ghost_of_Thornton_Hall,0
https://alienplay.itch.io/link-it-up,https://store.steampowered.com/app/1268370/holedown,1
https://alienplay.itch.io/link-it-up,https://store.steampowered.com/app/731490/Crash_Bandicoot_N_Sane_Trilogy,0
https://alienplay.itch.io/link-it-up,https://store.steampowered.com/app/268770/Treasure_Adventure_World,0
https://alienplay.itch.io/link-it-up,https://store.steampowered.com/app/400/Portal,1
https://alienplay.itch.io/link-it-up,https://store.steampowered.com/app/860950/Mark_of_the_Ninja_Remastered,1
https://alienplay.itch.io/link-it-up,https://store.steampowered.com/app/993790/Ancient_Enemy,0
https://alienplay.itch.io/link-it-up,https://store.steampowered.com/app/765870/Leisure_Suit_Larry__Wet_Dreams_Dont_Dry,0
https://alienplay.itch.io/link-it-up,https://store.steampowered.com/app/1071130/The_Procession_to_Calvary,0
https://alienplay.itch.io/spin,https://store.steampowered.com/app/1268370/holedown,1
https://alienplay.itch.io/spin,https://store.steampowered.com/app/220200/Kerbal_Space_Program,0
https://alienplay.itch.io/spin,https://store.steampowered.com/app/211820/Starbound,1
https://alienplay.itch.io/spin,https://store.steampowered.com/app/410900/Forts,1
https://alienplay.itch.io/spin,https://store.steampowered.com/app/477160/Human_Fall_Flat,1
https://alienplay.itch.io/spin,https://store.steampowered.com/app/284160/BeamNGdrive,0
https://alienplay.itch.io/spin,https://store.steampowered.com/app/911430/Good_Company,0
https://alienplay.itch.io/spin,https://store.steampowered.com/app/431240/Golf_With_Your_Friends,1
https://alienplay.itch.io/spin,https://store.steampowered.com/app/421170/Indivisible,0
https://kathy-e-j.itch.io/growth,https://store.steampowered.com/app/436670/The_Legend_of_Heroes_Trails_in_the_Sky_the_3rd,0
https://kathy-e-j.itch.io/growth,https://store.steampowered.com/app/921570/OCTOPATH_TRAVELER,0
https://kathy-e-j.itch.io/growth,https://store.steampowered.com/app/794260/Outward,0
https://kathy-e-j.itch.io/growth,https://store.steampowered.com/app/637650/FINAL_FANTASY_XV_WINDOWS_EDITION,0
https://kathy-e-j.itch.io/growth,https://store.steampowered.com/app/913740/WORLD_OF_HORROR,0
https://kathy-e-j.itch.io/growth,https://store.steampowered.com/app/1016800/Chernobylite,0
https://kathy-e-j.itch.io/growth,https://store.steampowered.com/app/413150/Stardew_Valley,0
https://kathy-e-j.itch.io/growth,https://store.steampowered.com/app/239140/Dying_Light,0
https://kathy-e-j.itch.io/growth,https://store.steampowered.com/app/214490/Alien_Isolation,0
https://kathy-e-j.itch.io/growth,https://store.steampowered.com/app/1091500/Cyberpunk_2077,0
https://lilybelmira.itch.io/cards,https://store.steampowered.com/app/751440/VR_Kanojo__VR,0
https://lilybelmira.itch.io/cards,https://store.steampowered.com/app/812140/Assassins_Creed_Odyssey,0
https://lilybelmira.itch.io/cards,https://store.steampowered.com/app/304240/Resident_Evil__biohazard_HD_REMASTER,0
https://lilybelmira.itch.io/cards,https://store.steampowered.com/app/563840/LOST_EMBER,0
https://lilybelmira.itch.io/cards,https://store.steampowered.com/app/866800/The_Walking_Dead_The_Final_Season,0
https://lilybelmira.itch.io/cards,https://store.steampowered.com/app/536220/The_Walking_Dead_A_New_Frontier,1
https://lilybelmira.itch.io/cards,https://store.steampowered.com/app/567640/Danganronpa_V3_Killing_Harmony,1
https://lilybelmira.itch.io/cards,https://store.steampowered.com/app/489830/The_Elder_Scrolls_V_Skyrim_Special_Edition,0
https://spennerino.itch.io/isolation,https://store.steampowered.com/app/453090/Parkitect,0
