game_count,related_tags,related_tags_url,short_text,title,url
122 ,Action||2D||Shooter||Pixel Art||Singleplayer||3D,https://www.itch.io/games/genre-action/tag-archery||https://www.itch.io/games/tag-2d/tag-archery||https://www.itch.io/games/genre-shooter/tag-archery||https://www.itch.io/games/tag-archery/tag-pixel-art||https://www.itch.io/games/tag-archery/tag-singleplayer||https://www.itch.io/games/tag-3d/tag-archery,Relating to bows and arrows,Archery,https://www.itch.io/games/tag-archery
116 ,Ludum Dare||Platformer||Action||Adventure||2D||Other,https://www.itch.io/games/tag-ludum-dare/tag-ludum-dare-29||https://www.itch.io/games/genre-platformer/tag-ludum-dare-29||https://www.itch.io/games/genre-action/tag-ludum-dare-29||https://www.itch.io/games/genre-adventure/tag-ludum-dare-29||https://www.itch.io/games/tag-2d/tag-ludum-dare-29||https://www.itch.io/games/genre-other/tag-ludum-dare-29,Ludum Dare,Ludum Dare 29,https://www.itch.io/games/tag-ludum-dare-29
62 ,War||Shooter||Action||2D||Singleplayer||3D,https://www.itch.io/games/tag-war/tag-world-war-i||https://www.itch.io/games/genre-shooter/tag-world-war-i||https://www.itch.io/games/genre-action/tag-world-war-i||https://www.itch.io/games/tag-2d/tag-world-war-i||https://www.itch.io/games/tag-singleplayer/tag-world-war-i||https://www.itch.io/games/tag-3d/tag-world-war-i,"Content based on the great war between the dates of 28 Jul. 1914 – 11 Nov. 1918, also known as World War I, or WWI.",World War I,https://www.itch.io/games/tag-world-war-i
59 ,Adventure||Point & Click||live-action||Interactive Fiction||2D||video,https://www.itch.io/games/genre-adventure/tag-fmv||https://www.itch.io/games/tag-fmv/tag-point-and-click||https://www.itch.io/games/tag-fmv/tag-live-action||https://www.itch.io/games/tag-fmv/tag-interactive-fiction||https://www.itch.io/games/tag-2d/tag-fmv||https://www.itch.io/games/tag-fmv/tag-video,"Games featuring FMV, full motion video.",FMV,https://www.itch.io/games/tag-fmv
69 ,Adventure||Pirates||Action||Simulation||Exploration||3D,https://www.itch.io/games/genre-adventure/tag-sailing||https://www.itch.io/games/tag-pirates/tag-sailing||https://www.itch.io/games/genre-action/tag-sailing||https://www.itch.io/games/genre-simulation/tag-sailing||https://www.itch.io/games/tag-exploration/tag-sailing||https://www.itch.io/games/tag-3d/tag-sailing,,Sailing,https://www.itch.io/games/tag-sailing
141 ,2D||Singleplayer||Other||Short||Simulation||Adventure,https://www.itch.io/games/tag-2d/tag-boring||https://www.itch.io/games/tag-boring/tag-singleplayer||https://www.itch.io/games/genre-other/tag-boring||https://www.itch.io/games/tag-boring/tag-short||https://www.itch.io/games/genre-simulation/tag-boring||https://www.itch.io/games/genre-adventure/tag-boring,,Boring,https://www.itch.io/games/tag-boring
61 ,Experimental||Atmospheric||Other||2D||3D||Adventure,https://www.itch.io/games/tag-binaural/tag-experimental||https://www.itch.io/games/tag-atmospheric/tag-binaural||https://www.itch.io/games/genre-other/tag-binaural||https://www.itch.io/games/tag-2d/tag-binaural||https://www.itch.io/games/tag-3d/tag-binaural||https://www.itch.io/games/genre-adventure/tag-binaural,,binaural,https://www.itch.io/games/tag-binaural
84 ,Other||Simulation||Abstract||Experimental||artgame||3D,https://www.itch.io/games/genre-other/tag-screensaver||https://www.itch.io/games/genre-simulation/tag-screensaver||https://www.itch.io/games/tag-abstract/tag-screensaver||https://www.itch.io/games/tag-experimental/tag-screensaver||https://www.itch.io/games/tag-artgame/tag-screensaver||https://www.itch.io/games/tag-3d/tag-screensaver,,screensaver,https://www.itch.io/games/tag-screensaver
195 ,Puzzle||Action||Space||Platformer||Ludum Dare||2D,https://www.itch.io/games/genre-puzzle/tag-ludum-dare-30||https://www.itch.io/games/genre-action/tag-ludum-dare-30||https://www.itch.io/games/tag-ludum-dare-30/tag-space||https://www.itch.io/games/genre-platformer/tag-ludum-dare-30||https://www.itch.io/games/tag-ludum-dare/tag-ludum-dare-30||https://www.itch.io/games/tag-2d/tag-ludum-dare-30,Ludum Dare,Ludum Dare 30,https://www.itch.io/games/tag-ludum-dare-30
201 ,2D||Singleplayer||Puzzle||Platformer||Retro||Short,https://www.itch.io/games/tag-2d/tag-traps||https://www.itch.io/games/tag-singleplayer/tag-traps||https://www.itch.io/games/genre-puzzle/tag-traps||https://www.itch.io/games/genre-platformer/tag-traps||https://www.itch.io/games/tag-retro/tag-traps||https://www.itch.io/games/tag-short/tag-traps,,Traps,https://www.itch.io/games/tag-traps
299 ,Sports||Soccer||2D||Local multiplayer||Action||Multiplayer,https://www.itch.io/games/genre-sports/tag-football||https://www.itch.io/games/tag-football/tag-soccer||https://www.itch.io/games/tag-2d/tag-football||https://www.itch.io/games/local-multiplayer/tag-football||https://www.itch.io/games/genre-action/tag-football||https://www.itch.io/games/tag-football/tag-multiplayer,"The sport, either American Football or the original (AKA Soccer)",Football,https://www.itch.io/games/tag-football
121 ,Action||2D||Puzzle||Arcade||Platformer||Pixel Art,https://www.itch.io/games/genre-action/tag-mashup||https://www.itch.io/games/tag-2d/tag-mashup||https://www.itch.io/games/genre-puzzle/tag-mashup||https://www.itch.io/games/tag-arcade/tag-mashup||https://www.itch.io/games/genre-platformer/tag-mashup||https://www.itch.io/games/tag-mashup/tag-pixel-art,,mashup,https://www.itch.io/games/tag-mashup
294 ,Sports||Football||2D||Local multiplayer||Multiplayer||3D,https://www.itch.io/games/genre-sports/tag-soccer||https://www.itch.io/games/tag-football/tag-soccer||https://www.itch.io/games/tag-2d/tag-soccer||https://www.itch.io/games/local-multiplayer/tag-soccer||https://www.itch.io/games/tag-multiplayer/tag-soccer||https://www.itch.io/games/tag-3d/tag-soccer,The sport where 2 teams attempt to kick the ball into the opposing team's goal. Also known as football.,Soccer,https://www.itch.io/games/tag-soccer
139 ,Action||Role Playing||2D||Singleplayer||Shooter||Arcade,https://www.itch.io/games/genre-action/tag-live-action||https://www.itch.io/games/genre-rpg/tag-live-action||https://www.itch.io/games/tag-2d/tag-live-action||https://www.itch.io/games/tag-live-action/tag-singleplayer||https://www.itch.io/games/genre-shooter/tag-live-action||https://www.itch.io/games/tag-arcade/tag-live-action,,live-action,https://www.itch.io/games/tag-live-action
239 ,Ludum Dare||Action||Platformer||Shooter||2D||Other,https://www.itch.io/games/tag-ludum-dare/tag-ludum-dare-31||https://www.itch.io/games/genre-action/tag-ludum-dare-31||https://www.itch.io/games/genre-platformer/tag-ludum-dare-31||https://www.itch.io/games/genre-shooter/tag-ludum-dare-31||https://www.itch.io/games/tag-2d/tag-ludum-dare-31||https://www.itch.io/games/genre-other/tag-ludum-dare-31,Games created during Ludum Dare 31 for either the competition or the jam. ,Ludum Dare 31,https://www.itch.io/games/tag-ludum-dare-31
290 ,Sports||2D||Puzzle||3D||Singleplayer||Arcade,https://www.itch.io/games/genre-sports/tag-golf||https://www.itch.io/games/tag-2d/tag-golf||https://www.itch.io/games/genre-puzzle/tag-golf||https://www.itch.io/games/tag-3d/tag-golf||https://www.itch.io/games/tag-golf/tag-singleplayer||https://www.itch.io/games/tag-arcade/tag-golf,A sport where you hit a ball into a hole,Golf,https://www.itch.io/games/tag-golf
8 ,Puzzle||Singleplayer||Adventure||2D||Generator||secrets,https://www.itch.io/games/genre-puzzle/tag-ciphers||https://www.itch.io/games/tag-ciphers/tag-singleplayer||https://www.itch.io/games/genre-adventure/tag-ciphers||https://www.itch.io/games/tag-2d/tag-ciphers||https://www.itch.io/games/tag-ciphers/tag-generator||https://www.itch.io/games/tag-ciphers/tag-secrets,,Ciphers,https://www.itch.io/games/tag-ciphers
121 ,Role Playing||2D||Action||Fantasy||Singleplayer||Pixel Art,https://www.itch.io/games/genre-rpg/tag-classes||https://www.itch.io/games/tag-2d/tag-classes||https://www.itch.io/games/genre-action/tag-classes||https://www.itch.io/games/tag-classes/tag-fantasy||https://www.itch.io/games/tag-classes/tag-singleplayer||https://www.itch.io/games/tag-classes/tag-pixel-art,"Multiple character classes, races, or specializations to choose from. ",Classes,https://www.itch.io/games/tag-classes
151 ,2D||Singleplayer||Unity||Puzzle||Action||Pixel Art,https://www.itch.io/games/tag-2d/tag-github||https://www.itch.io/games/tag-github/tag-singleplayer||https://www.itch.io/games/tag-github/tag-unity||https://www.itch.io/games/genre-puzzle/tag-github||https://www.itch.io/games/genre-action/tag-github||https://www.itch.io/games/tag-github/tag-pixel-art,Things that are available on GitHub,GitHub,https://www.itch.io/games/tag-github
279 ,Oculus Rift||Virtual Reality (VR)||Other||Action||Simulation||3D,https://www.itch.io/games/tag-leap-motion/tag-oculus-rift||https://www.itch.io/games/tag-leap-motion/tag-virtual-reality||https://www.itch.io/games/genre-other/tag-leap-motion||https://www.itch.io/games/genre-action/tag-leap-motion||https://www.itch.io/games/genre-simulation/tag-leap-motion||https://www.itch.io/games/tag-3d/tag-leap-motion,Games that work with the ,Leap Motion,https://www.itch.io/games/tag-leap-motion
227 ,2D||Shooter||Bullet Hell||Action||Shoot 'Em Up||Pixel Art,https://www.itch.io/games/tag-2d/tag-touhou||https://www.itch.io/games/genre-shooter/tag-touhou||https://www.itch.io/games/tag-bullet-hell/tag-touhou||https://www.itch.io/games/genre-action/tag-touhou||https://www.itch.io/games/tag-shoot-em-up/tag-touhou||https://www.itch.io/games/tag-pixel-art/tag-touhou,Anything related to The Touhou Project,Touhou,https://www.itch.io/games/tag-touhou
31 ,Puzzle||Unity||First-Person||Abstract||3D||Exploration,https://www.itch.io/games/genre-puzzle/tag-non-eucledian||https://www.itch.io/games/tag-non-eucledian/tag-unity||https://www.itch.io/games/tag-first-person/tag-non-eucledian||https://www.itch.io/games/tag-abstract/tag-non-eucledian||https://www.itch.io/games/tag-3d/tag-non-eucledian||https://www.itch.io/games/tag-exploration/tag-non-eucledian,,non-eucledian,https://www.itch.io/games/tag-non-eucledian
201 ,2D||Casual||Puzzle||Arcade||Singleplayer||Touch-Friendly,https://www.itch.io/games/tag-2d/tag-tablet||https://www.itch.io/games/tag-casual/tag-tablet||https://www.itch.io/games/genre-puzzle/tag-tablet||https://www.itch.io/games/tag-arcade/tag-tablet||https://www.itch.io/games/tag-singleplayer/tag-tablet||https://www.itch.io/games/tag-tablet/tag-touch-friendly,,tablet,https://www.itch.io/games/tag-tablet
144 ,Space||2D||Action||Gravity||Sci-fi||Shooter,https://www.itch.io/games/tag-space/tag-zero-gravity||https://www.itch.io/games/tag-2d/tag-zero-gravity||https://www.itch.io/games/genre-action/tag-zero-gravity||https://www.itch.io/games/tag-gravity/tag-zero-gravity||https://www.itch.io/games/tag-science-fiction/tag-zero-gravity||https://www.itch.io/games/genre-shooter/tag-zero-gravity,,Zero Gravity,https://www.itch.io/games/tag-zero-gravity
87 ,Music||Rhythm||Experimental||2D||Other||Relaxing,https://www.itch.io/games/tag-instrument/tag-music||https://www.itch.io/games/tag-instrument/tag-rhythm||https://www.itch.io/games/tag-experimental/tag-instrument||https://www.itch.io/games/tag-2d/tag-instrument||https://www.itch.io/games/genre-other/tag-instrument||https://www.itch.io/games/tag-instrument/tag-relaxing,,Instrument,https://www.itch.io/games/tag-instrument
251 ,Global Game Jam||2D||Puzzle||Action||Unity||3D,https://www.itch.io/games/tag-ggj2020/tag-global-game-jam||https://www.itch.io/games/tag-2d/tag-ggj2020||https://www.itch.io/games/genre-puzzle/tag-ggj2020||https://www.itch.io/games/genre-action/tag-ggj2020||https://www.itch.io/games/tag-ggj2020/tag-unity||https://www.itch.io/games/tag-3d/tag-ggj2020,"Games made for Global Game Jam, taking place from 31 January to 02 February, 2020",Global Game Jam 2020,https://www.itch.io/games/tag-ggj2020
363 ,Ludum Dare||Action||2D||Monsters||Other||Platformer,https://www.itch.io/games/tag-ludum-dare/tag-ludum-dare-33||https://www.itch.io/games/genre-action/tag-ludum-dare-33||https://www.itch.io/games/tag-2d/tag-ludum-dare-33||https://www.itch.io/games/tag-ludum-dare-33/tag-monsters||https://www.itch.io/games/genre-other/tag-ludum-dare-33||https://www.itch.io/games/genre-platformer/tag-ludum-dare-33,Ludum Dare,Ludum Dare 33,https://www.itch.io/games/tag-ludum-dare-33
230 ,Shooter||Action||Arcade||Space||Shoot 'Em Up||3D,https://www.itch.io/games/genre-shooter/tag-on-rails-shooter||https://www.itch.io/games/genre-action/tag-on-rails-shooter||https://www.itch.io/games/tag-arcade/tag-on-rails-shooter||https://www.itch.io/games/tag-on-rails-shooter/tag-space||https://www.itch.io/games/tag-on-rails-shooter/tag-shoot-em-up||https://www.itch.io/games/tag-3d/tag-on-rails-shooter,,On-Rails Shooter,https://www.itch.io/games/tag-on-rails-shooter
31 ,Strategy||Turn-based Strategy||2D||Simulation||Singleplayer||Puzzle,https://www.itch.io/games/genre-strategy/tag-hex-based||https://www.itch.io/games/tag-hex-based/tag-turn-based-strategy||https://www.itch.io/games/tag-2d/tag-hex-based||https://www.itch.io/games/genre-simulation/tag-hex-based||https://www.itch.io/games/tag-hex-based/tag-singleplayer||https://www.itch.io/games/genre-puzzle/tag-hex-based,Projects that use a Hexagonal Grid. Cells that have 6 sides.,Hex Based,https://www.itch.io/games/tag-hex-based
99 ,Strategy||Turn-based Strategy||Space||2D||Turn-based||Singleplayer,https://www.itch.io/games/genre-strategy/tag-4x||https://www.itch.io/games/tag-4x/tag-turn-based-strategy||https://www.itch.io/games/tag-4x/tag-space||https://www.itch.io/games/tag-2d/tag-4x||https://www.itch.io/games/tag-4x/tag-turn-based||https://www.itch.io/games/tag-4x/tag-singleplayer,"4X is a genre of strategy-based games in which players control an empire and ""eXplore, eXpand, eXploit, and eXterminate"". Emphasis is placed upon economic and technological development, as well as a range of non-military routes to supremacy. Games can take a long time to complete since the amount of micromanagement needed to sustain an empire increases as the empire grows.",4X,https://www.itch.io/games/tag-4x
